0.006750 -0.000000 -0.000000,1.026000 -0.000000 -0.000000,2.045250 -0.000000 -0.000000,3.064500 -0.000000 -0.000000,4.083750 -0.000000 -0.000000,5.103000 -0.000000 -0.000000,6.122250 -0.000000 -0.000000,7.141500 -0.000000 -0.000000,8.160750 -0.000000 -0.000000,
0.013500 -0.006750 -0.006750,1.242000 -0.621000 -0.621000,2.470500 -1.235250 -1.235250,3.699000 -1.849500 -1.849500,4.927500 -2.463750 -2.463750,6.156000 -3.078000 -3.078000,7.384500 -3.692250 -3.692250,8.613000 -4.306500 -4.306500,9.841500 -4.920750 -4.920750,
0.013500 -0.006750 -0.000000,1.363500 -0.681750 -0.000000,2.713500 -1.356750 -0.000000,4.063500 -2.031750 -0.000000,5.413500 -2.706750 -0.000000,6.763500 -3.381750 -0.000000,8.113500 -4.056750 -0.000000,9.463500 -4.731750 -0.000000,
0.020250 -0.013500 0.006750,1.235250 -0.823500 0.411750,2.450250 -1.633500 0.816750,3.665250 -2.443500 1.221750,4.880250 -3.253500 1.626750,6.095250 -4.063500 2.031750,7.310250 -4.873500 2.436750,8.525250 -5.683500 2.841750,9.740250 -6.493500 3.246750,
0.020250 -0.013500 0.013500,1.113750 -0.742500 0.742500,2.207250 -1.471500 1.471500,3.300750 -2.200500 2.200500,4.394250 -2.929500 2.929500,5.487750 -3.658500 3.658500,6.581250 -4.387500 4.387500,7.674750 -5.116500 5.116500,8.768250 -5.845500 5.845500,
0.020250 -0.006750 -0.013500,1.235250 -0.411750 -0.823500,2.450250 -0.816750 -1.633500,3.665250 -1.221750 -2.443500,4.880250 -1.626750 -3.253500,6.095250 -2.031750 -4.063500,7.310250 -2.436750 -4.873500,8.525250 -2.841750 -5.683500,9.740250 -3.246750 -6.493500,
0.020250 -0.006750 -0.006750,1.397250 -0.465750 -0.465750,2.774250 -0.924750 -0.924750,4.151250 -1.383750 -1.383750,5.528250 -1.842750 -1.842750,6.905250 -2.301750 -2.301750,8.282250 -2.760750 -2.760750,9.659250 -3.219750 -3.219750,
0.020250 -0.006750 -0.000000,1.458000 -0.486000 -0.000000,2.895750 -0.965250 -0.000000,4.333500 -1.444500 -0.000000,5.771250 -1.923750 -0.000000,7.209000 -2.403000 -0.000000,8.646750 -2.882250 -0.000000,
0.020250 -0.006750 0.006750,1.397250 -0.465750 0.465750,2.774250 -0.924750 0.924750,4.151250 -1.383750 1.383750,5.528250 -1.842750 1.842750,6.905250 -2.301750 2.301750,8.282250 -2.760750 2.760750,9.659250 -3.219750 3.219750,
0.020250 -0.006750 0.013500,1.235250 -0.411750 0.823500,2.450250 -0.816750 1.633500,3.665250 -1.221750 2.443500,4.880250 -1.626750 3.253500,6.095250 -2.031750 4.063500,7.310250 -2.436750 4.873500,8.525250 -2.841750 5.683500,9.740250 -3.246750 6.493500,
0.020250 -0.000000 -0.013500,1.275750 -0.000000 -0.850500,2.531250 -0.000000 -1.687500,3.786750 -0.000000 -2.524500,5.042250 -0.000000 -3.361500,6.297750 -0.000000 -4.198500,7.553250 -0.000000 -5.035500,8.808750 -0.000000 -5.872500,
0.020250 -0.000000 -0.006750,1.458000 -0.000000 -0.486000,2.895750 -0.000000 -0.965250,4.333500 -0.000000 -1.444500,5.771250 -0.000000 -1.923750,7.209000 -0.000000 -2.403000,8.646750 -0.000000 -2.882250,
0.020250 -0.000000 -0.000000,1.539000 -0.000000 -0.000000,3.057750 -0.000000 -0.000000,4.576500 -0.000000 -0.000000,6.095250 -0.000000 -0.000000,7.614000 -0.000000 -0.000000,9.132750 -0.000000 -0.000000,
0.020250 -0.000000 0.006750,1.458000 -0.000000 0.486000,2.895750 -0.000000 0.965250,4.333500 -0.000000 1.444500,5.771250 -0.000000 1.923750,7.209000 -0.000000 2.403000,8.646750 -0.000000 2.882250,
0.020250 -0.000000 0.013500,1.275750 -0.000000 0.850500,2.531250 -0.000000 1.687500,3.786750 -0.000000 2.524500,5.042250 -0.000000 3.361500,6.297750 -0.000000 4.198500,7.553250 -0.000000 5.035500,8.808750 -0.000000 5.872500,
0.020250 0.006750 -0.013500,1.235250 0.411750 -0.823500,2.450250 0.816750 -1.633500,3.665250 1.221750 -2.443500,4.880250 1.626750 -3.253500,6.095250 2.031750 -4.063500,7.310250 2.436750 -4.873500,8.525250 2.841750 -5.683500,9.740250 3.246750 -6.493500,
0.020250 0.006750 -0.006750,1.397250 0.465750 -0.465750,2.774250 0.924750 -0.924750,4.151250 1.383750 -1.383750,5.528250 1.842750 -1.842750,6.905250 2.301750 -2.301750,8.282250 2.760750 -2.760750,9.659250 3.219750 -3.219750,
0.020250 0.006750 -0.000000,1.458000 0.486000 -0.000000,2.895750 0.965250 -0.000000,4.333500 1.444500 -0.000000,5.771250 1.923750 -0.000000,7.209000 2.403000 -0.000000,8.646750 2.882250 -0.000000,
0.020250 0.006750 0.006750,1.397250 0.465750 0.465750,2.774250 0.924750 0.924750,4.151250 1.383750 1.383750,5.528250 1.842750 1.842750,6.905250 2.301750 2.301750,8.282250 2.760750 2.760750,9.659250 3.219750 3.219750,
0.020250 0.006750 0.013500,1.235250 0.411750 0.823500,2.450250 0.816750 1.633500,3.665250 1.221750 2.443500,4.880250 1.626750 3.253500,6.095250 2.031750 4.063500,7.310250 2.436750 4.873500,8.525250 2.841750 5.683500,9.740250 3.246750 6.493500,
0.020250 0.013500 -0.013500,1.113750 0.742500 -0.742500,2.207250 1.471500 -1.471500,3.300750 2.200500 -2.200500,4.394250 2.929500 -2.929500,5.487750 3.658500 -3.658500,6.581250 4.387500 -4.387500,7.674750 5.116500 -5.116500,8.768250 5.845500 -5.845500,
0.020250 0.013500 -0.006750,1.235250 0.823500 -0.411750,2.450250 1.633500 -0.816750,3.665250 2.443500 -1.221750,4.880250 3.253500 -1.626750,6.095250 4.063500 -2.031750,7.310250 4.873500 -2.436750,8.525250 5.683500 -2.841750,9.740250 6.493500 -3.246750,
0.020250 0.013500 -0.000000,1.275750 0.850500 -0.000000,2.531250 1.687500 -0.000000,3.786750 2.524500 -0.000000,5.042250 3.361500 -0.000000,6.297750 4.198500 -0.000000,7.553250 5.035500 -0.000000,8.808750 5.872500 -0.000000,
0.020250 0.013500 0.006750,1.235250 0.823500 0.411750,2.450250 1.633500 0.816750,3.665250 2.443500 1.221750,4.880250 3.253500 1.626750,6.095250 4.063500 2.031750,7.310250 4.873500 2.436750,8.525250 5.683500 2.841750,9.740250 6.493500 3.246750,
0.020250 0.013500 0.013500,1.113750 0.742500 0.742500,2.207250 1.471500 1.471500,3.300750 2.200500 2.200500,4.394250 2.929500 2.929500,5.487750 3.658500 3.658500,6.581250 4.387500 4.387500,7.674750 5.116500 5.116500,8.768250 5.845500 5.845500,
0.027000 -0.013500 -0.013500,1.269000 -0.634500 -0.634500,2.511000 -1.255500 -1.255500,3.753000 -1.876500 -1.876500,4.995000 -2.497500 -2.497500,6.237000 -3.118500 -3.118500,7.479000 -3.739500 -3.739500,8.721000 -4.360500 -4.360500,9.963000 -4.981500 -4.981500,
0.027000 -0.013500 -0.006750,1.350000 -0.675000 -0.337500,2.673000 -1.336500 -0.668250,3.996000 -1.998000 -0.999000,5.319000 -2.659500 -1.329750,6.642000 -3.321000 -1.660500,7.965000 -3.982500 -1.991250,9.288000 -4.644000 -2.322000,
0.027000 -0.013500 -0.000000,1.377000 -0.688500 -0.000000,2.727000 -1.363500 -0.000000,4.077000 -2.038500 -0.000000,5.427000 -2.713500 -0.000000,6.777000 -3.388500 -0.000000,8.127000 -4.063500 -0.000000,9.477000 -4.738500 -0.000000,
0.027000 -0.013500 0.006750,1.350000 -0.675000 0.337500,2.673000 -1.336500 0.668250,3.996000 -1.998000 0.999000,5.319000 -2.659500 1.329750,6.642000 -3.321000 1.660500,7.965000 -3.982500 1.991250,9.288000 -4.644000 2.322000,
0.027000 -0.013500 0.013500,1.269000 -0.634500 0.634500,2.511000 -1.255500 1.255500,3.753000 -1.876500 1.876500,4.995000 -2.497500 2.497500,6.237000 -3.118500 3.118500,7.479000 -3.739500 3.739500,8.721000 -4.360500 4.360500,9.963000 -4.981500 4.981500,
0.027000 -0.006750 -0.013500,1.350000 -0.337500 -0.675000,2.673000 -0.668250 -1.336500,3.996000 -0.999000 -1.998000,5.319000 -1.329750 -2.659500,6.642000 -1.660500 -3.321000,7.965000 -1.991250 -3.982500,9.288000 -2.322000 -4.644000,
0.027000 -0.006750 -0.006750,1.458000 -0.364500 -0.364500,2.889000 -0.722250 -0.722250,4.320000 -1.080000 -1.080000,5.751000 -1.437750 -1.437750,7.182000 -1.795500 -1.795500,8.613000 -2.153250 -2.153250,
0.027000 -0.006750 -0.000000,1.485000 -0.371250 -0.000000,2.943000 -0.735750 -0.000000,4.401000 -1.100250 -0.000000,5.859000 -1.464750 -0.000000,7.317000 -1.829250 -0.000000,8.775000 -2.193750 -0.000000,
0.027000 -0.006750 0.006750,1.458000 -0.364500 0.364500,2.889000 -0.722250 0.722250,4.320000 -1.080000 1.080000,5.751000 -1.437750 1.437750,7.182000 -1.795500 1.795500,8.613000 -2.153250 2.153250,
0.027000 -0.006750 0.013500,1.350000 -0.337500 0.675000,2.673000 -0.668250 1.336500,3.996000 -0.999000 1.998000,5.319000 -1.329750 2.659500,6.642000 -1.660500 3.321000,7.965000 -1.991250 3.982500,9.288000 -2.322000 4.644000,
0.027000 -0.000000 -0.013500,1.377000 -0.000000 -0.688500,2.727000 -0.000000 -1.363500,4.077000 -0.000000 -2.038500,5.427000 -0.000000 -2.713500,6.777000 -0.000000 -3.388500,8.127000 -0.000000 -4.063500,9.477000 -0.000000 -4.738500,
0.027000 -0.000000 -0.006750,1.485000 -0.000000 -0.371250,2.943000 -0.000000 -0.735750,4.401000 -0.000000 -1.100250,5.859000 -0.000000 -1.464750,7.317000 -0.000000 -1.829250,8.775000 -0.000000 -2.193750,
0.027000 -0.000000 -0.000000,1.539000 -0.000000 -0.000000,3.051000 -0.000000 -0.000000,4.563000 -0.000000 -0.000000,6.075000 -0.000000 -0.000000,7.587000 -0.000000 -0.000000,9.099000 -0.000000 -0.000000,
0.027000 -0.000000 0.006750,1.485000 -0.000000 0.371250,2.943000 -0.000000 0.735750,4.401000 -0.000000 1.100250,5.859000 -0.000000 1.464750,7.317000 -0.000000 1.829250,8.775000 -0.000000 2.193750,
0.027000 -0.000000 0.013500,1.377000 -0.000000 0.688500,2.727000 -0.000000 1.363500,4.077000 -0.000000 2.038500,5.427000 -0.000000 2.713500,6.777000 -0.000000 3.388500,8.127000 -0.000000 4.063500,9.477000 -0.000000 4.738500,
0.027000 0.006750 -0.013500,1.350000 0.337500 -0.675000,2.673000 0.668250 -1.336500,3.996000 0.999000 -1.998000,5.319000 1.329750 -2.659500,6.642000 1.660500 -3.321000,7.965000 1.991250 -3.982500,9.288000 2.322000 -4.644000,
0.027000 0.006750 -0.006750,1.458000 0.364500 -0.364500,2.889000 0.722250 -0.722250,4.320000 1.080000 -1.080000,5.751000 1.437750 -1.437750,7.182000 1.795500 -1.795500,8.613000 2.153250 -2.153250,
0.027000 0.006750 -0.000000,1.485000 0.371250 -0.000000,2.943000 0.735750 -0.000000,4.401000 1.100250 -0.000000,5.859000 1.464750 -0.000000,7.317000 1.829250 -0.000000,8.775000 2.193750 -0.000000,
0.027000 0.006750 0.006750,1.458000 0.364500 0.364500,2.889000 0.722250 0.722250,4.320000 1.080000 1.080000,5.751000 1.437750 1.437750,7.182000 1.795500 1.795500,8.613000 2.153250 2.153250,
0.027000 0.006750 0.013500,1.350000 0.337500 0.675000,2.673000 0.668250 1.336500,3.996000 0.999000 1.998000,5.319000 1.329750 2.659500,6.642000 1.660500 3.321000,7.965000 1.991250 3.982500,9.288000 2.322000 4.644000,
0.027000 0.013500 -0.013500,1.269000 0.634500 -0.634500,2.511000 1.255500 -1.255500,3.753000 1.876500 -1.876500,4.995000 2.497500 -2.497500,6.237000 3.118500 -3.118500,7.479000 3.739500 -3.739500,8.721000 4.360500 -4.360500,9.963000 4.981500 -4.981500,
0.027000 0.013500 -0.006750,1.350000 0.675000 -0.337500,2.673000 1.336500 -0.668250,3.996000 1.998000 -0.999000,5.319000 2.659500 -1.329750,6.642000 3.321000 -1.660500,7.965000 3.982500 -1.991250,9.288000 4.644000 -2.322000,
0.027000 0.013500 -0.000000,1.377000 0.688500 -0.000000,2.727000 1.363500 -0.000000,4.077000 2.038500 -0.000000,5.427000 2.713500 -0.000000,6.777000 3.388500 -0.000000,8.127000 4.063500 -0.000000,9.477000 4.738500 -0.000000,
0.027000 0.013500 0.006750,1.350000 0.675000 0.337500,2.673000 1.336500 0.668250,3.996000 1.998000 0.999000,5.319000 2.659500 1.329750,6.642000 3.321000 1.660500,7.965000 3.982500 1.991250,9.288000 4.644000 2.322000,
0.027000 0.013500 0.013500,1.269000 0.634500 0.634500,2.511000 1.255500 1.255500,3.753000 1.876500 1.876500,4.995000 2.497500 2.497500,6.237000 3.118500 3.118500,7.479000 3.739500 3.739500,8.721000 4.360500 4.360500,9.963000 4.981500 4.981500,
